train/ent_coef_loss,rollout/ep_rew_mean,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,train/ent_coef,time/fps,train/actor_loss,train/critic_loss,time/time_elapsed,train/n_updates,time/episodes
3.3831844329833984,-632337.3272765301,0.0064,48.93,10000,45.63870620727539,129,116065.25,2229.244384765625,77,2474,161
-0.538155198097229,-189801.32770209003,0.0064,10.89,20000,32.882347106933594,128,126587.0390625,1734.64697265625,156,4974,485
-1.114387035369873,-252344.04197767994,0.0064,16.69,30000,39.03658676147461,127,127624.2265625,1661.9371337890625,234,7474,1176
-4.311140060424805,-134119.17873176996,0.0064,4.99,40000,32.51302719116211,127,124383.609375,1257.194580078125,313,9974,2794
3.208451747894287,-133771.92925298,0.0064,5.03,50000,28.889684677124023,126,118956.7109375,899.0784301757812,393,12474,4763
-2.6878068447113037,-134358.82895412997,0.0064,5.13,60000,24.539363861083984,126,116587.625,943.468505859375,474,14974,6568
-1.097013235092163,-132849.97512443,0.0064,5.0,70000,22.96246910095215,125,112682.890625,767.60205078125,556,17474,8555
1.7093044519424438,-134025.07852686002,0.0064,5.16,80000,17.012760162353516,125,107624.5546875,428.2101135253906,638,19974,10550
-2.010659694671631,-137448.37657536997,0.0064,5.58,90000,13.125564575195312,124,108013.4140625,360.69427490234375,721,22474,12373
0.248928964138031,-150040.56111704,0.0064,6.83,100000,13.246455192565918,124,104727.265625,293.2960205078125,803,24974,14101
1.9865580797195435,-134979.06763427,0.0064,5.27,110000,11.67003345489502,124,105111.9296875,308.9124755859375,882,27474,15923
-3.2559802532196045,-133621.22471291,0.0064,5.14,120000,11.295222282409668,124,104921.5703125,391.8028869628906,963,29974,17703
-2.3923792839050293,-185036.61799190004,0.0064,10.29,130000,10.246402740478516,124,105519.1953125,339.91448974609375,1046,32474,19412
-1.3945188522338867,-136839.17427659,0.0064,5.48,140000,9.578733444213867,124,105599.09375,340.7002868652344,1126,34974,21044
0.24704690277576447,-134587.92152474998,0.0064,5.23,150000,9.90605640411377,124,106166.3671875,338.6151123046875,1207,37474,22947
-0.9623958468437195,-132800.45472111,0.0064,5.01,160000,9.859164237976074,124,105992.3828125,381.9853820800781,1288,39974,24783
-1.828853964805603,-139694.58946316,0.0064,5.5,170000,12.767086029052734,124,105221.2109375,473.6573486328125,1368,42474,26873
1.6511683464050293,-124854.89427063001,0.0064,4.0,180000,15.80472183227539,124,104774.234375,454.5877685546875,1449,44974,28909
-2.3681483268737793,-124764.09815255001,0.0064,4.0,190000,14.346315383911133,124,104863.15625,526.490966796875,1530,47474,31409
-0.28395959734916687,-124712.62933835998,0.0064,4.0,200000,12.959922790527344,124,103351.3203125,219.3914337158203,1612,49974,33909
0.31759464740753174,-124650.35338760998,0.0064,4.0,210000,11.58286190032959,124,103496.953125,227.2930145263672,1693,52474,36407
0.604265570640564,-124585.19766617002,0.0064,4.0,220000,10.83776569366455,123,103248.328125,144.70848083496094,1775,54974,38893
2.0994067192077637,-124517.46741277001,0.0064,4.0,230000,9.179713249206543,123,103186.53125,201.8142852783203,1858,57474,41393
0.5995537638664246,-124530.3077331,0.0064,4.01,240000,7.71958065032959,123,102876.234375,146.77597045898438,1941,59974,43893
1.7468254566192627,-269748.95350964,0.0064,17.15,250000,11.091509819030762,123,103662.046875,185.25889587402344,2025,62474,45694
2.343914031982422,-124977.69325835,0.0064,4.06,260000,10.51823616027832,123,105926.0234375,326.3294677734375,2110,64974,47246
0.6256280541419983,-124496.33082625002,0.0064,4.0,270000,10.191338539123535,122,106224.078125,374.0221252441406,2195,67474,49518
0.8076885342597961,-124493.39918875002,0.0064,4.0,280000,9.431652069091797,122,104801.6015625,337.18841552734375,2280,69974,51992
-2.6774449348449707,-124607.28906933997,0.0064,4.01,290000,9.46310043334961,122,104978.1328125,357.1556396484375,2367,72474,54487
-1.3876137733459473,-124574.45802995002,0.0064,4.01,300000,9.423187255859375,122,103386.7265625,230.4569091796875,2456,74974,56984
1.252620816230774,-124495.57308472002,0.0064,4.0,310000,8.939530372619629,121,102982.203125,201.09779357910156,2545,77474,59482
-1.4688255786895752,-124478.05280540999,0.0064,4.0,320000,5.972541332244873,121,102597.375,178.25701904296875,2634,79974,61981
-1.7425525188446045,-124427.67723748999,0.0064,4.0,330000,4.7276530265808105,121,102697.671875,114.451904296875,2723,82474,64481
1.932096004486084,-127153.12577538,0.0064,4.2,340000,5.770598411560059,120,102700.296875,69.76177978515625,2812,84974,66898
-4.73068904876709,-125737.78299893,0.0064,4.13,350000,7.935438632965088,120,104042.2421875,170.86361694335938,2902,87474,68886
-1.3083722591400146,-127616.69687202001,0.0064,4.31,360000,11.973404884338379,120,104758.3515625,240.88790893554688,2994,89974,71130
-8.743369102478027,-128890.69950473,0.0064,4.43,370000,28.27107810974121,119,109348.5,555.9952392578125,3084,92474,72795
-0.03299713134765625,-124762.36742604003,0.0064,4.01,380000,16.02094841003418,119,111078.0390625,637.1954345703125,3175,94974,74988
-8.736685752868652,-124726.36625227999,0.0064,4.01,390000,17.404272079467773,119,111222.0703125,672.0045776367188,3267,97474,77458
4.278525352478027,-124640.97878584998,0.0064,4.0,400000,17.233449935913086,119,106689.7109375,455.8433837890625,3358,99974,79888
-0.8267567157745361,-125377.50952248002,0.0064,4.09,410000,12.295449256896973,118,106586.1796875,635.46337890625,3449,102474,82306
1.6290110349655151,-124499.40198835998,0.0064,4.0,420000,10.131595611572266,118,104024.359375,403.2848815917969,3541,104974,84778
0.5928349494934082,-124532.46023643,0.0064,4.01,430000,8.899531364440918,118,103302.6171875,326.8271179199219,3631,107474,87250
2.668867588043213,-124416.42631865002,0.0064,4.0,440000,7.853082656860352,118,103082.28125,186.87074279785156,3721,109974,89725
3.542508840560913,-125818.14392152001,0.0064,4.13,450000,6.829370021820068,118,102759.7109375,115.35370635986328,3811,112474,92182
-0.21185261011123657,-124469.0231944,0.0064,4.01,460000,5.860482692718506,117,102833.8671875,156.57298278808594,3901,114974,94664
14.098430633544922,-365096.26256984996,0.0064,19.64,470000,36.630680084228516,117,105087.0546875,304.471923828125,3990,117474,96588
-2.6852221488952637,-130643.37512555,0.0064,4.65,480000,11.563882827758789,117,105291.25,415.430419921875,4080,119974,98558
-2.489628553390503,-124727.26189773,0.0064,4.03,490000,9.493295669555664,117,105373.796875,464.5840148925781,4170,122474,100806
4.495710372924805,-124553.65597545,0.0064,4.01,500000,11.01937484741211,117,103922.671875,293.3087463378906,4259,124974,103226
2.1466410160064697,-124750.35256577,0.0064,4.03,510000,10.29544448852539,117,104100.3515625,292.7082214355469,4349,127474,105679
2.493131160736084,-125083.04100933,0.0064,4.07,520000,9.546295166015625,117,103956.0,242.8009796142578,4439,129974,108156
-3.224336624145508,-125128.68935348,0.0064,4.04,530000,25.641311645507812,117,106332.5390625,394.59722900390625,4526,132474,110457
3.070002317428589,-125384.16675439003,0.0064,4.07,540000,22.74791717529297,117,104518.90625,352.3658752441406,4608,134974,112868
1.9476317167282104,-125493.46963348,0.0064,4.09,550000,21.19253921508789,117,103782.1171875,175.35418701171875,4690,137474,115312
-2.531930446624756,-127186.21859432,0.0064,4.3,560000,22.793716430664062,117,104177.1328125,215.3022918701172,4772,139974,117649
0.1746538281440735,-124941.79021938,0.0064,4.03,570000,21.339187622070312,117,103798.9296875,170.18035888671875,4854,142474,120099
-1.294543743133545,-124574.94726334998,0.0064,4.0,580000,19.601375579833984,117,103275.921875,132.62380981445312,4937,144974,122546
-1.1970449686050415,-124433.62412143001,0.0064,4.0,590000,6.629190444946289,117,102752.671875,133.43865966796875,5019,147474,125036
1.9764890670776367,-124687.639047,0.0064,4.03,600000,6.1226043701171875,117,102775.0546875,98.49925231933594,5103,149974,127536
0.2229781150817871,-142278.34075141,0.0064,4.59,610000,5.314119815826416,117,102652.71875,108.57198333740234,5186,152474,130009
-0.4799571633338928,-124528.77853291998,0.0064,4.01,620000,4.839025497436523,117,102825.3671875,138.93519592285156,5269,154974,132455
1.0093517303466797,-124526.93458254001,0.0064,4.01,630000,3.753612518310547,117,101985.28125,89.77528381347656,5352,157474,134952
-0.3910483419895172,-126363.27075968002,0.0064,4.15,640000,3.728501081466675,117,102582.4296875,76.22322082519531,5436,159974,137434
0.47234469652175903,-124611.62598051,0.0064,4.02,650000,4.172712326049805,117,103677.828125,139.5404815673828,5520,162474,139650
-6.569363117218018,-125590.53844565,0.0064,4.13,660000,6.4732747077941895,117,106064.0078125,296.94158935546875,5605,164974,142037
-7.932685852050781,-125700.65856157002,0.0064,4.14,670000,9.011872291564941,117,107029.8125,448.20587158203125,5689,167474,144075
-3.2094175815582275,-124727.31766951998,0.0064,4.02,680000,10.34636116027832,117,105778.6328125,397.6270446777344,5774,169974,146507
-1.3625514507293701,-124604.32955442996,0.0064,4.0,690000,13.018329620361328,117,105727.625,327.99835205078125,5860,172474,148984
4.116204261779785,-124789.11483172,0.0064,4.02,700000,11.686758995056152,117,104149.921875,208.072998046875,5945,174974,151415
-0.8238564729690552,-124975.68661892999,0.0064,4.04,710000,13.201334953308105,117,105570.4375,456.2415771484375,6029,177474,153883
-1.3679556846618652,-124829.65527787,0.0064,4.03,720000,8.454306602478027,117,104270.5703125,253.32530212402344,6114,179974,156363
3.952237606048584,-125590.88273308,0.0064,4.11,730000,7.49060583114624,117,103033.7890625,130.24024963378906,6199,182474,158852
0.2746577560901642,-124454.10022894999,0.0064,4.0,740000,5.312726020812988,117,103492.59375,165.29078674316406,6283,184974,161180
7.539299011230469,-131082.72012103,0.0064,4.57,750000,8.767995834350586,117,103073.546875,111.91300201416016,6369,187474,163431
0.6168193221092224,-125088.77563148004,0.0064,4.07,760000,8.887970924377441,117,104340.171875,179.50863647460938,6454,189974,165667
-1.151228427886963,-125623.05639509,0.0064,4.12,770000,11.07156753540039,117,105772.828125,321.10626220703125,6539,192474,168001
4.832929611206055,-124952.46378881,0.0064,4.04,780000,12.475378036499023,117,104918.359375,209.5016632080078,6624,194974,170434
7.0678606033325195,-125082.26120484,0.0064,4.04,790000,24.423643112182617,117,106611.1640625,296.7452087402344,6710,197474,172475
1.5352628231048584,-125829.05138805001,0.0064,4.11,800000,23.64952278137207,117,108482.828125,403.8505554199219,6795,199974,174743
1.4521706104278564,-125681.86264788998,0.0064,4.09,810000,29.755285263061523,117,109400.9375,447.6451110839844,6879,202474,177002
-4.940966606140137,-124956.20822735,0.0064,4.02,820000,22.878917694091797,117,109441.359375,738.4210815429688,6964,204974,179388
-0.23520421981811523,-125627.59777153,0.0064,4.1,830000,17.094562530517578,117,107901.40625,418.41876220703125,7048,207474,181812
0.9966974258422852,-124669.72189043002,0.0064,4.0,840000,18.320995330810547,117,106888.5625,292.84893798828125,7133,209974,184220
2.0339982509613037,-124754.68553203,0.0064,4.01,850000,17.397886276245117,117,106104.765625,390.8573913574219,7219,212474,186570
-1.8901277780532837,-127979.44321553997,0.0064,4.34,860000,10.214289665222168,117,106262.6640625,495.41668701171875,7303,214974,188967
-0.38793280720710754,-125008.79015329,0.0064,4.06,870000,10.689703941345215,117,104707.8125,237.9483642578125,7388,217474,191404
1.2667977809906006,-124670.36111719001,0.0064,4.02,880000,11.286457061767578,117,105760.6796875,389.8743896484375,7473,219974,193692
-0.12351059913635254,-124522.88857155,0.0064,4.0,890000,10.606402397155762,117,104458.171875,330.05126953125,7557,222474,196067
0.4467582702636719,-124750.63268119999,0.0064,4.02,900000,11.623291969299316,117,104754.125,405.3944091796875,7642,224974,198375
-7.732882022857666,-124916.19185823001,0.0064,4.03,910000,16.29155731201172,117,104815.828125,324.9966735839844,7726,227474,200840
3.202662706375122,-124641.50954453002,0.0064,4.01,920000,10.986345291137695,117,104073.546875,298.64031982421875,7812,229974,203255
5.999140739440918,-126377.54001493,0.0064,4.19,930000,12.813800811767578,117,104220.796875,182.9407958984375,7897,232474,205628
3.911949634552002,-124588.24190820001,0.0064,4.0,940000,11.369804382324219,117,104971.2109375,346.8178405761719,7982,234974,208006
4.493281841278076,-124677.29298441,0.0064,4.0,950000,17.090091705322266,117,105028.3671875,311.292236328125,8068,237474,210289
0.9395419359207153,-124581.53454791,0.0064,4.0,960000,9.89671802520752,117,105292.4296875,279.1291198730469,8153,239974,212767
3.1221487522125244,-124520.85629145999,0.0064,4.0,970000,11.164193153381348,117,104152.8125,230.799560546875,8233,242474,215197
-6.041276931762695,-125066.746136,0.0064,4.06,980000,8.261421203613281,117,104597.46875,275.9449768066406,8312,244974,217648
1.5333847999572754,-124557.12254444997,0.0064,4.0,990000,9.450617790222168,118,104238.7578125,245.3520965576172,8388,247474,219960
1.9231213331222534,-124688.13473981999,0.0064,4.02,1000000,9.942147254943848,118,103965.9375,207.30145263671875,8467,249974,222361
