train/kl_divergence_loss,train/std,time/fps,train/is_line_search_success,rollout/ep_rew_mean,train/n_updates,time/time_elapsed,train/policy_objective,train/learning_rate,rollout/ep_len_mean,train/value_loss,train/explained_variance,time/total_timesteps
0.006051535252481699,1.0036383867263794,1368,1.0,-714054.54023716,1,7,0.04918278008699417,0.0013,368.56,1580461800.6,-6.4373016357421875e-06,10000
0.0057495334185659885,0.9934976100921631,1433,1.0,-654628.1307525416,2,13,0.03405896574258804,0.0013,400.375,832171784.15,0.0,20000
0.004473078064620495,0.9913051724433899,1457,1.0,-604702.1894533715,3,20,0.03264601528644562,0.0013,393.0,805054604.4,1.1920928955078125e-07,30000
0.004048330243676901,0.9872177243232727,1483,1.0,-563707.21355741,4,26,0.026612550020217896,0.0013,384.22,655841015.85,0.0,40000
0.005279760807752609,1.0005764961242676,1423,1.0,-437342.55788475997,6,35,0.027966558933258057,0.0013,347.55,582927533.65,1.1920928955078125e-07,50000
0.0059751844964921474,1.006165862083435,1441,1.0,-318317.32933737,7,41,0.026768861338496208,0.0013,263.89,752084311.2,0.0,60000
0.005865280982106924,1.011125087738037,1452,1.0,-313417.3395050901,8,48,0.0364723727107048,0.0013,284.0,507074822.575,5.960464477539063e-08,70000
0.005374940577894449,1.0018595457077026,1453,1.0,-328128.20366435,9,55,0.03159495070576668,0.0013,315.88,592675508.4,0.0,80000
0.005760079715400934,1.0031976699829102,1460,1.0,-331589.79924905,10,61,0.027592241764068604,0.0013,337.27,440580586.925,5.960464477539063e-08,90000
0.006195519119501114,0.9937670826911926,1426,1.0,-334778.27300413,12,70,0.038325533270835876,0.0013,342.22,575147958.85,0.0,100000
0.006663599517196417,0.9866666793823242,1435,1.0,-337771.53058262996,13,76,0.031679827719926834,0.0013,353.78,520447822.0,0.0,110000
0.006346032023429871,0.9749062657356262,1442,1.0,-308942.97658307996,14,83,0.03348011150956154,0.0013,331.49,505690340.375,0.0,120000
0.006545666605234146,0.9750473499298096,1446,1.0,-315872.45785002003,15,89,0.03330312669277191,0.0013,358.86,450449395.95,-1.1920928955078125e-07,130000
0.007254069205373526,0.9471872448921204,1426,1.0,-317793.15129519,17,98,0.03268600255250931,0.0013,407.19,236602082.3625,-1.1920928955078125e-07,140000
0.008470151573419571,0.9363524913787842,1430,1.0,-330109.46665232995,18,104,0.035928137600421906,0.0013,447.59,344664154.5125,5.960464477539063e-08,150000
0.006775050889700651,0.9344582557678223,1439,1.0,-340797.78026004,19,111,0.03342415764927864,0.0013,499.02,224561817.625,0.0,160000
0.0067682103253901005,0.9216474890708923,1445,1.0,-352007.03812794,20,117,0.03814725577831268,0.0013,556.89,181876861.9875,0.0,170000
0.00529426708817482,0.9089614748954773,1427,1.0,-356042.17351798,21,126,0.031129688024520874,0.0013,632.8,104270000.803125,0.0,180000
0.00606435677036643,0.8938484787940979,1416,1.0,-358180.84202251,23,134,0.025897838175296783,0.0013,690.43,61086745.7375,1.1920928955078125e-07,190000
0.007466750219464302,0.9044272303581238,1420,1.0,-358745.70425865,24,140,0.03633326292037964,0.0013,754.7,89120234.4375,-1.1920928955078125e-07,200000
0.006722601596266031,0.8916690349578857,1424,1.0,-344956.72607366,25,147,0.04068997502326965,0.0013,797.6,70586403.946875,0.0,210000
0.00604001572355628,0.8889824748039246,1424,1.0,-315143.70201765996,26,154,0.035838738083839417,0.0013,821.8,70885372.3875,0.0,220000
0.008230001665651798,0.8847059607505798,1409,1.0,-303636.7055835,28,163,0.027349025011062622,0.0013,880.77,95920517.44296876,0.0,230000
0.005842588841915131,0.8759861588478088,1410,1.0,-273695.25477188,29,170,0.019093450158834457,0.0013,913.81,38723978.33984375,0.0,240000
0.008420385420322418,0.8713674545288086,1411,1.0,-230561.85135511,30,177,0.03933181241154671,0.0013,925.88,19548613.51875,0.0,250000
0.0068835183046758175,0.8656823635101318,1411,1.0,-200029.15497511998,31,184,0.03036651946604252,0.0013,936.36,34910647.57070313,-1.1920928955078125e-07,260000
0.006490143481642008,0.8654377460479736,1411,1.0,-183868.67665039,32,191,0.030076559633016586,0.0013,950.74,31626587.93984375,0.0,270000
0.007570380344986916,0.85873943567276,1400,1.0,-161792.55379031002,34,199,0.031512510031461716,0.0013,950.44,17421917.108984374,0.0,280000
0.00743012735620141,0.850208044052124,1400,1.0,-138191.41943776,35,207,0.03959027677774429,0.0013,954.17,8140775.3875,0.0,290000
0.006712518632411957,0.8487339615821838,1401,1.0,-107924.87407667002,36,214,0.033717066049575806,0.0013,950.44,15645710.665429687,0.0,300000
0.007392463739961386,0.8457789421081543,1401,1.0,-94813.65265292,37,221,0.03614469990134239,0.0013,965.39,18931788.526171874,0.0,310000
0.007113152649253607,0.8454043865203857,1392,1.0,-85970.34056610001,39,229,0.039890408515930176,0.0013,973.12,44583743.1484375,0.0,320000
0.008230825886130333,0.8504642844200134,1392,1.0,-77631.66466629,40,236,0.026204697787761688,0.0013,969.04,24873007.54042969,1.7881393432617188e-07,330000
0.0070882937870919704,0.8516988754272461,1394,1.0,-68406.95655669998,41,243,0.03254544734954834,0.0013,969.04,8200456.200585937,5.960464477539063e-08,340000
0.007623861078172922,0.8530008792877197,1395,1.0,-63878.96211845,42,250,0.04299337416887283,0.0013,974.29,16113136.83046875,5.960464477539063e-08,350000
0.009334207512438297,0.8501595854759216,1397,1.0,-64044.84087881,43,257,0.04299719259142876,0.0013,974.29,17171562.410742186,1.1920928955078125e-07,360000
0.0068841190077364445,0.84922856092453,1390,1.0,-56485.197135719995,45,266,0.02921261638402939,0.0013,969.09,36964048.32890625,1.1920928955078125e-07,370000
0.008495200425386429,0.8553979396820068,1391,1.0,-56984.36943146,46,273,0.026139209046959877,0.0013,959.98,32521234.89589844,0.0,380000
0.009218153543770313,0.855703592300415,1393,1.0,-53606.901169680015,47,279,0.036514680832624435,0.0013,962.89,11916885.724023437,0.0,390000
0.007776507642120123,0.84759920835495,1395,1.0,-55153.07881685,48,286,0.028562240302562714,0.0013,963.71,4091716.886425781,0.0,400000
0.008937614038586617,0.8395799994468689,1387,1.0,-52949.328815810004,50,295,0.027645669877529144,0.0013,959.56,13801019.486328125,5.960464477539063e-08,410000
0.008499580435454845,0.8402405381202698,1389,1.0,-48561.701025810005,51,302,0.032464880496263504,0.0013,952.14,25811913.6359375,0.0,420000
0.007412068545818329,0.841745913028717,1391,1.0,-45347.30666455001,52,309,0.04736974835395813,0.0013,945.66,2844671.59375,1.1920928955078125e-07,430000
0.007920957170426846,0.8479751944541931,1392,1.0,-45349.52931748001,53,316,0.027700215578079224,0.0013,945.66,13030566.18046875,0.0,440000
0.00960975605994463,0.8534705638885498,1392,1.0,-38466.58735632,54,323,0.034821830689907074,0.0013,948.56,2562378.5351074217,0.0,450000
0.009223291650414467,0.8514873385429382,1386,1.0,-44473.79457974001,56,331,0.045787811279296875,0.0013,949.67,70593408.1953125,-1.1920928955078125e-07,460000
0.008498595096170902,0.8501821160316467,1387,1.0,-45941.72045260001,57,338,0.043003153055906296,0.0013,966.74,4962673.837109375,0.0,470000
0.00783773884177208,0.8534033298492432,1389,1.0,-43007.28941142001,58,345,0.017565123736858368,0.0013,966.74,1580407.5327148438,-1.1920928955078125e-07,480000
0.007622845470905304,0.8550555109977722,1390,1.0,-52357.245522029996,59,352,0.019230207428336143,0.0013,966.74,32257727.047851562,0.0,490000
0.00947748776525259,0.861014187335968,1384,1.0,-52759.78131305,61,361,0.029924176633358,0.0013,966.74,2650431.48515625,0.0,500000
0.0079440176486969,0.8616681694984436,1386,1.0,-49544.65172337999,62,367,0.026806075125932693,0.0013,982.36,40981779.68105469,0.0,510000
0.007860741578042507,0.862058699131012,1386,1.0,-52232.199357809994,63,374,0.035635996609926224,0.0013,972.77,3695701.019140625,0.0,520000
0.009769746102392673,0.8551101088523865,1387,1.0,-57930.01982818001,64,381,0.037356242537498474,0.0013,980.19,33236861.92734375,0.0,530000
0.008983380161225796,0.8512382507324219,1388,1.0,-53749.536520689995,65,388,0.03203344717621803,0.0013,980.19,2197190.823828125,-1.1920928955078125e-07,540000
0.008476383984088898,0.847735583782196,1383,1.0,-53664.17901210999,67,397,0.03330457955598831,0.0013,970.61,7964330.61484375,0.0,550000
0.007876393385231495,0.8497247099876404,1384,1.0,-38866.0920265,68,404,0.031191717833280563,0.0013,978.63,12427142.693945313,-1.1920928955078125e-07,560000
0.007559046149253845,0.8527852892875671,1385,1.0,-38923.1679169,69,411,0.026987764984369278,0.0013,977.94,20964805.909179688,0.0,570000
0.0074277035892009735,0.8476645350456238,1386,1.0,-34972.83724493,70,418,0.04104359447956085,0.0013,977.94,3536286.6280273437,-1.1920928955078125e-07,580000
0.009470531716942787,0.8466526865959167,1381,1.0,-23436.45935582,72,427,0.04949551075696945,0.0013,971.63,13815502.909570312,0.0,590000
0.006667868699878454,0.8439846038818359,1382,1.0,-24444.786361979997,73,434,0.031101204454898834,0.0013,971.63,7648282.554492188,0.0,600000
0.008460736833512783,0.8409519791603088,1383,1.0,-21195.681491080002,74,440,0.026178795844316483,0.0013,966.26,12766225.106347656,0.0,610000
0.007094137370586395,0.8408734202384949,1384,1.0,-16958.02279169,75,447,0.03921167552471161,0.0013,975.76,6185194.450073242,0.0,620000
0.008474602364003658,0.8406240344047546,1385,1.0,-15445.519580610002,76,454,0.03483923152089119,0.0013,975.76,33523604.878857423,0.0,630000
0.008291348814964294,0.8430872559547424,1380,1.0,-21925.400301249996,78,463,0.03258652985095978,0.0013,966.16,28705492.476953126,0.0,640000
0.009085960686206818,0.8362631797790527,1380,1.0,-20625.060040949997,79,470,0.03035283274948597,0.0013,975.74,2215090.6913574217,0.0,650000
0.00574772572144866,0.8376224040985107,1380,1.0,-27258.76788787,80,478,0.035248927772045135,0.0013,976.43,31474376.92421875,-1.1920928955078125e-07,660000
0.007479768246412277,0.8353896141052246,1381,1.0,-26831.579063480003,81,485,0.026365414261817932,0.0013,976.43,4706350.612255859,0.0,670000
0.007017847150564194,0.8312810063362122,1376,1.0,-26312.403299560003,83,493,0.03310389444231987,0.0013,976.43,1998015.59453125,0.0,680000
0.00815576035529375,0.8311623930931091,1377,1.0,-27622.516874310008,84,501,0.04160343110561371,0.0013,982.74,1122909.7712402344,0.0,690000
0.008983245119452477,0.8259527683258057,1377,1.0,-25152.2244402,85,508,0.019270965829491615,0.0013,982.74,1352698.6047607423,0.0,700000
0.007680719252675772,0.8266441226005554,1377,1.0,-29204.933385549997,86,515,0.031275324523448944,0.0013,979.43,20969157.313671876,0.0,710000
0.006877504289150238,0.8245475888252258,1378,1.0,-28688.736651919997,87,522,0.01933005079627037,0.0013,981.72,12390860.08671875,0.0,720000
0.006775697227567434,0.8177886009216309,1374,1.0,-27718.798118409995,89,530,0.02944703958928585,0.0013,981.72,1415730.0717285157,0.0,730000
0.006386302411556244,0.8172745704650879,1376,1.0,-25173.126989459997,90,537,0.02515263855457306,0.0013,963.37,14748242.326171875,1.1920928955078125e-07,740000
0.008692339062690735,0.8127522468566895,1377,1.0,-25399.488067979994,91,544,0.016872093081474304,0.0013,963.37,24280046.03125,-1.1920928955078125e-07,750000
0.008708753623068333,0.8119133114814758,1378,1.0,-19684.52494729,92,551,0.03177737072110176,0.0013,963.37,6617064.378417969,0.0,760000
0.008251737803220749,0.8119731545448303,1379,1.0,-19174.8692272,93,558,0.03492112085223198,0.0013,963.37,3165920.398828125,0.0,770000
0.008164347149431705,0.8188212513923645,1375,1.0,-18596.57776725,95,567,0.02332577481865883,0.0013,963.37,1660747.5018066405,0.0,780000
0.00885589886456728,0.8174836039543152,1375,1.0,-24423.01707494,96,574,0.034706950187683105,0.0013,953.62,37165978.9796875,0.0,790000
0.008616338483989239,0.8170247077941895,1375,1.0,-21573.814853429998,97,581,0.04357737675309181,0.0013,953.62,3181750.9969726563,0.0,800000
0.008720149286091328,0.8162236213684082,1376,1.0,-20541.297209419998,98,588,0.021730797365307808,0.0013,962.3,2492251.601269531,0.0,810000
0.008516599424183369,0.8157464861869812,1373,1.0,-35069.17520764,100,597,0.03883819282054901,0.0013,959.85,103119129.93125,0.0,820000
0.006629981566220522,0.8149926662445068,1373,1.0,-37832.46416714999,101,604,0.03376733511686325,0.0013,959.85,5048326.388671875,0.0,830000
0.0067151072435081005,0.8091221451759338,1373,1.0,-33806.29151279,102,611,0.04272661358118057,0.0013,987.8,2221150.6880859374,0.0,840000
0.007894719950854778,0.8097088932991028,1375,1.0,-50123.28793582999,103,618,0.023327551782131195,0.0013,977.93,30191005.152636718,0.0,850000
0.006314876023679972,0.8106071352958679,1374,1.0,-52069.90992715999,104,625,0.013259856030344963,0.0013,977.93,335464831.39804685,1.7881393432617188e-07,860000
0.007557036820799112,0.8143589496612549,1369,1.0,-50865.86298614,106,635,0.026871465146541595,0.0013,977.93,3480365.0456054686,5.960464477539063e-08,870000
0.007769889663904905,0.8114156126976013,1370,1.0,-50428.53977127,107,642,0.028803665190935135,0.0013,977.93,1909866.9790527343,0.0,880000
0.007829687558114529,0.8099219799041748,1370,1.0,-48028.428524220006,108,649,0.02803860977292061,0.0013,976.22,15853065.4609375,0.0,890000
0.006386368069797754,0.8063046932220459,1371,1.0,-51924.70427252,109,656,0.02333570457994938,0.0013,966.82,30576484.511035156,0.0,900000
0.009239044040441513,0.8059470057487488,1367,1.0,-51863.990812539996,111,665,0.031215714290738106,0.0013,966.82,2429932.7328125,-1.1920928955078125e-07,910000
0.008541092276573181,0.8068782687187195,1368,1.0,-38363.590038869996,112,672,0.036551930010318756,0.0013,969.27,12566651.82138672,0.0,920000
0.008411279879510403,0.8091782927513123,1368,1.0,-39649.627300429995,113,679,0.026271911337971687,0.0013,960.25,24275261.331054688,-1.1920928955078125e-07,930000
0.006553757470101118,0.8064256310462952,1368,1.0,-40727.57955667999,114,686,0.024717658758163452,0.0013,938.4,36223942.380664065,1.1920928955078125e-07,940000
0.008432169444859028,0.807342529296875,1369,1.0,-25318.60275257,115,693,0.028547801077365875,0.0013,938.4,34473831.237695314,-2.384185791015625e-07,950000
0.008372032083570957,0.8096762299537659,1365,1.0,-25895.55093312,117,702,0.03587938845157623,0.0013,938.4,2332898.567236328,0.0,960000
0.009272203780710697,0.8084996342658997,1366,1.0,-27486.998378129996,118,710,0.04085958003997803,0.0013,938.4,11277803.37265625,0.0,970000
0.0064750537276268005,0.8065828680992126,1366,1.0,-26733.948016540002,119,717,0.022337298840284348,0.0013,940.46,5121650.357836914,-1.1920928955078125e-07,980000
0.008432075381278992,0.8066844344139099,1367,1.0,-21849.87996844,120,724,0.03439550846815109,0.0013,950.25,2281517.3145996095,0.0,990000
0.007411097642034292,0.8052988052368164,1364,1.0,-25032.159641520004,122,732,0.04429231211543083,0.0013,950.25,24648080.409960937,0.0,1000000
